Fecha,BMV: AC *,BMV: ALFA A,BMV: ALSEA *,BMV: AMX L,BMV: ASUR B,BMV: BIMBO A,BMV: CEMEX CPO,BMV: CHDRAUI B,BMV: FEMSA UBD,BMV: GAP B,BMV: GMEXICO B,BMV: GRUMA B,BMV: ICH B,BMV: KIMBER A,BMV: LAB B,BMV: LIVEPOL C-1,BMV: MEXCHEM *,BMV: OHLMEX *,BMV: PE&OLES *,BMV: ACCELSA B,BMV:ACTINVR B,BMV:AEROMEX *,BMV:CIDMEGA *,BMV:CIE B,BMV:ARA *,BMV:AUTLAN B,BMV:AXTEL CPO,BMV:AZTECA CPO,BMV: BACHOCO B,BMV:BOLSA A,BMV:CERAMIC B,BMV:CMOCTEZ *,BMV:CMR B,BMV:CULTIBA B,BMV:CYDSASA A,BMV:DINE B,BMV:ELEKTRA *,BMV:FINAMEX O,BMV:FINDEP *,BMV:FRAGUA B,BMV:GBM O,BMV:GCARSO A1,BMV:GCC *,BMV:GENTERA *,BMV:GFAMSA A,BMV:GFINBUR O,BMV:GFINTER O,BMV:GFNORTE O,BMV:GFREGIO O,BMV:GIGANTE *,BMV:GISSA A,BMV:GMD *,BMV:HERDEZ *,BMV:IDEAL B-1,BMV:INVEX A,BMV:KUO B,BMV:LAMOSA *,BMV:MASECA B,BMV:MEDICA B,BMV:MEGA CPO,BMV:MFRISCO A-1,BMV:OMA B,BMV:PAPPEL *,BMV:PASA B,BMV:PINFRA *,BMV:POCHTEC B,BMV:PROCORP B,BMV:RASSINI A,BMV:RCENTRO A,BMV:SANMEX B,BMV:SARE B,BMV:SIMEC B,BMV:SORIANA B,BMV:SPORT S,BMV:TLEVISA CPO,BMV:VALUEGF O,BMV:VASCONI *,BMV:VITRO A,BMV:WALMEX *,BMV:AUTLAN B2,MXN
8/24/2012,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006769571,0.000000000
8/31/2012,0.019626399,-0.047278645,0.020321555,0.005920680,-0.016289629,-0.068016786,-0.087352605,-0.056447022,0.011578601,-0.006701796,-0.049860776,-0.012460358,-0.000550964,-0.025195849,-0.046057136,-0.010394525,-0.060904021,-0.045485354,-0.037994007,0.000000000,0.008968670,-0.054435207,0.000000000,0.007662873,-0.056194558,0.006769571,-0.021322769,-0.033536077,-0.022111454,0.008906158,0.001962709,0.032789823,0.027120306,0.000000000,-0.001760690,0.024692613,-0.102461358,0.000000000,0.044650274,0.000000000,0.000000000,0.017662555,0.002561417,-0.037796274,-0.021187233,-0.017189223,0.017391743,-0.017389180,-0.006492849,0.050124387,0.017241806,0.051010369,-0.001593626,0.024460298,0.000000000,0.049374276,0.000000000,0.003294896,0.000000000,0.023061819,0.020606911,-0.031506847,0.000000000,0.018349139,0.017044280,0.000000000,0.000000000,0.000000000,0.000000000,0.762140052,-0.025975486,-0.005594130,-0.020390889,0.013245227,-0.005418288,-0.013072082,0.000000000,-0.012195273,-0.023867481,0.032450966,0.000000000
9/7/2012,0.003133665,0.046730924,-0.027913782,-0.007703742,0.024512123,0.058531841,0.071247022,0.005914414,0.009131666,0.035111194,0.061466322,-0.054392341,0.028522917,0.057950262,0.034831235,0.004096459,0.036658527,0.041524953,0.077573474,0.000000000,-0.018018506,-0.027343476,0.000000000,0.022642477,0.064357869,0.032450966,0.046324072,0.049891582,0.022508989,0.034852012,0.000000000,-0.032789823,0.000000000,0.069526063,0.027811322,0.000000000,-0.021807452,0.063903719,-0.010977059,-0.000047620,0.000000000,-0.029455145,0.000000000,0.034882943,0.063601251,-0.030955191,0.000000000,0.024086933,-0.057294388,0.000000000,0.080324437,-0.010810916,0.017391743,-0.033549095,0.000000000,0.000000000,-0.013422598,0.001314925,-0.010471300,-0.004500613,0.011223904,-0.021330350,-0.001257071,0.009049836,0.010472743,0.111067094,0.000000000,0.000000000,0.000000000,0.064538521,-0.017699577,0.055957240,0.039396768,-0.019934215,-0.001977588,0.000000000,0.001117943,-0.002457004,0.018581616,0.037041885,0.000000000
9/14/2012,0.083535628,0.043814363,0.020474853,-0.022865015,-0.010800388,0.015974260,0.012338764,-0.001863933,0.035370929,-0.029746169,0.041667791,0.042338937,0.036807520,0.069087296,0.018402107,0.026225600,-0.005578402,0.004948056,0.062316796,0.000000000,0.009049836,0.026843850,0.000000000,0.002980628,0.102918512,0.037041885,0.082887660,0.016092301,-0.005979687,-0.006723970,0.000000000,-0.013423020,0.003338901,0.000000000,0.025946278,0.000000000,0.032470385,-0.024097465,-0.052106917,0.012916836,0.023065273,0.030145991,-0.023530497,0.025919378,-0.011451792,0.026189940,0.000000000,0.042196757,0.033693846,0.013245227,0.136695396,0.000000000,0.005626773,0.036796604,0.000000000,-0.007326040,-0.020478953,-0.002631580,0.010471300,0.002079723,0.037283334,0.014624837,0.086696862,0.001800181,-0.013108156,0.008053735,0.000000000,-0.013245227,0.014235116,0.000000000,0.000000000,0.017720257,0.000244469,0.005354765,0.017334858,0.000000000,-0.005602256,-0.041437190,0.022888080,0.022130794,0.000000000
9/21/2012,0.009584210,-0.010233975,-0.002670229,-0.007330515,-0.023231731,0.004517594,0.028826112,0.022445216,0.015788679,-0.020659099,-0.043351900,-0.009634532,-0.015609058,-0.051188941,-0.105479698,0.007663564,0.002793007,0.031100660,-0.001987285,0.000000000,0.007181359,-0.005512417,0.000000000,0.000000000,-0.014778594,0.022130794,0.186102280,-0.017251722,-0.003203847,-0.004884473,0.000000000,-0.054855820,0.000000000,0.043802623,0.029624075,0.000000000,-0.060411033,0.000000000,-0.023530497,-0.036722895,0.000000000,-0.008089724,0.035091320,0.047875948,-0.035865913,-0.004788067,0.025533302,-0.035687729,0.021707598,0.000000000,0.028102625,-0.015058464,0.036122691,-0.027231730,0.007168489,-0.007380107,0.000000000,0.000000000,0.000000000,0.004146516,0.012746189,0.018593765,-0.003466208,0.002694209,-0.020060994,0.064705619,0.000000000,0.000000000,0.000000000,0.066489741,0.008888947,0.002120892,0.010214097,-0.005354765,-0.036655912,0.000000000,-0.005633818,0.007026538,0.001906578,-0.013774334,0.000000000
9/28/2012,0.003065136,0.047799493,0.069206752,0.007938973,0.035439950,0.031064304,-0.018501309,-0.004571088,0.003887438,0.056692271,0.022617319,0.036347306,0.002749233,0.067252227,-0.011186693,0.021238635,0.006541418,-0.005758173,0.025169007,0.000000000,0.006241661,0.004512417,0.000768935,0.004454350,-0.002484473,-0.013774334,0.003139720,0.028589712,0.033139127,-0.000376719,0.000000000,0.008174917,0.016529302,0.068992871,0.000000000,0.000000000,0.041093465,0.000000000,-0.004773279,0.014284228,0.049255389,0.024075449,-0.019264841,0.022111454,-0.009880109,0.016797707,0.024897552,0.047856021,0.021040251,0.051293294,-0.025648636,-0.008310297,-0.004218144,0.017925008,0.000000000,0.009216655,0.000000000,0.014388737,0.000416580,0.033901552,0.012585767,0.005545941,0.090669800,0.009817125,0.001416030,-0.033124047,0.000000000,0.000000000,0.000000000,0.025120420,0.017544310,-0.002313923,0.013458506,-0.004709057,0.021792429,0.000000000,0.000000000,-0.003826535,-0.014802902,-0.063706820,0.000000000
10/5/2012,0.041744074,-0.016978337,0.021230123,0.027004341,0.048903207,-0.003125979,0.083269321,0.038351015,0.027945930,0.004047099,0.011934154,0.035867401,0.051593942,0.003570853,0.032024876,0.023892366,-0.008347687,0.044242509,0.012942629,0.000000000,-0.001779360,-0.005517947,0.031027839,-0.037740328,0.007434978,-0.063706820,-0.015798117,0.007860793,-0.013674759,0.083803524,0.000000000,0.026202372,0.000000000,0.039220713,0.026668106,0.000000000,0.057476088,0.000000000,0.004773279,-0.012092046,0.052842481,0.045829824,0.050941698,0.065407924,0.110665568,0.016793237,0.000000000,0.064143308,-0.000206164,0.000000000,-0.004914015,-0.012596388,0.047178560,0.025843616,0.000000000,0.009132484,0.000000000,-0.009788006,-0.000416580,0.048155042,0.002021131,0.005515354,0.084100167,0.003546103,-0.048415252,0.089167945,0.000000000,0.000000000,-0.032318791,0.026172874,-0.008733680,0.050627049,-0.000238749,0.000000000,0.004269300,0.000000000,0.005633818,0.025860792,0.021312282,-0.007418439,0.000000000
10/12/2012,0.028319379,0.008100663,0.043027670,-0.015513438,-0.020043802,-0.016096292,-0.024349077,0.016037667,-0.016790436,0.019813426,-0.030706239,-0.030937235,-0.032814656,0.005493632,-0.004289342,0.002315312,0.057642240,0.015532519,-0.001277398,0.000000000,-0.011643660,-0.033242642,0.000000000,0.000000000,-0.035179507,-0.007418439,-0.003189795,-0.015783868,0.005101051,0.008625204,0.000000000,0.033901552,0.000000000,-0.025975486,0.110033767,0.000000000,-0.027130321,0.156795308,-0.026539555,-0.002436055,0.013148473,-0.020551663,-0.013678877,-0.043774829,0.028787970,-0.038969584,0.000000000,-0.007114706,0.038228945,0.000000000,0.033901552,-0.004234304,0.011170100,-0.014685900,0.000000000,0.021939380,0.033901552,-0.009884759,0.000000000,0.000635122,0.002017054,-0.008631160,0.087416219,0.001768347,0.015474482,0.070886811,0.000000000,-0.013423020,0.000000000,0.041355186,-0.008810630,0.019086283,-0.022212405,0.010063822,0.009133973,0.000000000,-0.000561956,0.045047178,0.020602735,0.003715724,0.000000000
10/19/2012,0.054437231,0.044027044,0.025411393,0.019059541,0.083231247,0.036549438,0.019180646,0.006343735,0.027964648,0.086171091,0.001198610,0.037274727,0.050047972,0.063369614,0.005067249,0.023532489,0.003562301,-0.029907911,0.042944693,0.000000000,0.008968670,0.051683234,0.000000000,0.000000000,0.061977700,0.003715724,0.191333015,-0.024152985,0.009737175,-0.015579335,0.000000000,0.062974799,0.000000000,0.000000000,0.000706807,0.000000000,-0.012217702,0.041655573,-0.019753729,0.008693806,0.001450327,0.081418119,0.004730271,0.036298159,0.012871768,0.040878763,0.000000000,-0.044327852,0.002576555,0.000000000,0.034631444,0.023760726,0.030573129,0.030505439,0.014184635,-0.003563796,0.000000000,0.018373220,0.000000000,0.043485112,0.004933770,0.036763841,0.014147009,0.063323119,-0.006602621,-0.087613605,0.000000000,0.000000000,0.123444191,-0.024825884,-0.017857617,0.020141488,0.070001477,0.033478676,-0.014391091,0.013072082,-0.005071862,-0.008968670,0.034104568,0.002223573,0.000000000
10/26/2012,-0.075445109,0.009704888,-0.055335259,-0.014859114,0.017222323,-0.009864445,0.017972801,0.001723148,-0.033568778,0.009040910,0.006685794,0.013335274,-0.049919677,-0.029468062,0.005428474,0.007584318,0.010611391,-0.006090438,-0.003245663,0.000000000,0.016821999,0.025354844,0.000000000,0.000000000,-0.014528101,0.002223573,-0.132401236,-0.008182395,0.073581809,0.019693157,0.000000000,-0.054675996,0.016260521,0.000263123,-0.033535630,0.002436055,0.019794605,-0.040821846,-0.002496880,-0.003827617,-0.007272759,0.024935939,-0.010390877,0.048224174,0.010300000,-0.044575625,0.000000000,-0.018628124,0.009456335,0.020619287,0.077846539,-0.009715552,-0.011111225,0.009817125,0.000000000,-0.018375585,0.000000000,0.009705673,0.006230550,0.029942357,-0.032042745,0.045729718,0.114362893,0.067333120,0.001029942,0.033178399,0.000000000,0.077961541,0.000000000,-0.019589535,0.017857617,-0.034467601,0.002046618,-0.011688445,-0.028062640,-0.013072082,0.000000000,0.037718083,-0.007192428,-0.005939297,0.000000000
